super,hall,kind,index,p00,p01,p02,p10,p11,p12,p20,p21,p22,s0,s1,s2
25,137,k,2,0,-24,0,-48,0,0,0,0,-24,0,-12,0
25,137,k,2,0,-24,0,-48,0,0,0,0,-24,0,0,0
25,137,k,2,48,0,0,0,24,0,0,0,24,0,0,0
25,137,k,2,48,0,0,0,24,0,0,0,24,12,0,0
25,173,k,2,48,0,0,0,-48,0,0,0,-24,0,0,0
25,173,k,2,48,0,0,0,-48,0,0,0,-24,12,0,0
25,173,k,2,48,0,0,0,-48,0,0,0,-24,24,-12,0
25,173,k,2,48,0,0,0,-48,0,0,0,-24,36,-36,0
25,185,k,2,0,-48,0,24,0,0,0,0,48,-36,0,36
25,185,k,2,0,-48,0,24,0,0,0,0,48,0,0,0
25,185,k,2,24,0,0,0,-48,0,0,0,-48,0,-36,-36
25,185,k,2,24,0,0,0,-48,0,0,0,-48,0,0,0
25,191,k,2,0,-48,0,24,0,0,0,0,48,-36,0,36
25,191,k,2,0,-48,0,24,0,0,0,0,48,0,0,0
25,191,k,2,24,0,0,0,-48,0,0,0,-48,0,-36,-36
25,191,k,2,24,0,0,0,-48,0,0,0,-48,0,0,0
25,209,k,2,-48,0,0,0,48,0,0,0,-48,-36,0,-36
25,209,k,2,-48,0,0,0,48,0,0,0,-48,-36,36,-24
25,209,k,2,-48,0,0,0,48,0,0,0,-48,0,0,0
25,209,k,2,-48,0,0,0,48,0,0,0,-48,0,36,-36
26,6,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
26,18,t,2,0,-24,0,24,0,0,0,0,24,0,0,0
26,21,t,2,24,0,0,0,24,0,0,0,24,0,0,0
26,128,k,2,24,0,0,0,48,0,0,0,24,0,0,0
26,128,k,2,24,0,0,0,48,0,0,0,24,0,12,0
26,128,k,2,48,0,0,0,24,0,0,0,24,0,0,0
26,128,k,2,48,0,0,0,24,0,0,0,24,12,0,0
26,128,k,3,24,0,0,0,24,0,0,0,72,0,0,0
26,128,k,3,24,0,0,0,72,0,0,0,24,0,0,0
26,128,k,3,72,0,0,0,24,0,0,0,24,0,0,0
26,143,k,2,0,-24,0,-48,0,0,0,0,-24,0,-12,0
26,143,k,2,0,-24,0,-48,0,0,0,0,-24,0,0,0
26,155,k,2,48,0,0,0,24,0,0,0,24,0,0,0
26,155,k,2,48,0,0,0,24,0,0,0,24,12,0,0
26,176,k,2,48,0,0,0,-48,0,0,0,-24,0,0,0
26,176,k,2,48,0,0,0,-48,0,0,0,-24,12,0,0
26,176,k,2,48,0,0,0,-48,0,0,0,-24,24,-12,0
26,176,k,2,48,0,0,0,-48,0,0,0,-24,36,-36,0
27,3,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
27,21,t,2,0,-24,0,24,0,0,0,0,24,0,0,0
27,21,t,2,24,0,0,0,24,0,0,0,24,0,0,0
27,134,k,2,0,48,0,24,0,0,0,0,-24,0,0,0
27,134,k,2,0,48,0,24,0,0,0,0,-24,12,0,0
27,134,k,2,24,0,0,0,48,0,0,0,24,0,0,0
27,134,k,2,24,0,0,0,48,0,0,0,24,0,12,0
27,134,k,3,0,72,0,24,0,0,0,0,-24,0,0,0
27,134,k,3,24,0,0,0,24,0,0,0,72,0,0,0
27,134,k,3,24,0,0,0,72,0,0,0,24,0,0,0
27,149,k,2,0,-48,0,24,0,0,0,0,24,-12,0,0
27,149,k,2,0,-48,0,24,0,0,0,0,24,0,0,0
27,149,k,2,24,0,0,0,48,0,0,0,24,0,0,0
27,149,k,2,24,0,0,0,48,0,0,0,24,0,12,0
27,182,k,2,48,0,0,0,-48,0,0,0,-24,0,0,0
27,182,k,2,48,0,0,0,-48,0,0,0,-24,12,0,0
27,182,k,2,48,0,0,0,-48,0,0,0,-24,24,-12,0
27,182,k,2,48,0,0,0,-48,0,0,0,-24,36,-36,0
28,3,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
28,18,t,2,0,-24,0,24,0,0,0,0,24,-6,0,0
28,21,t,2,0,0,24,0,-24,0,24,0,0,0,0,0
28,137,k,2,24,0,0,0,24,0,0,0,48,0,0,0
28,137,k,2,24,0,0,0,48,0,0,0,24,0,0,0
28,137,k,2,24,0,0,0,48,0,0,0,24,0,12,0
28,137,k,3,24,0,0,0,24,0,0,0,72,0,0,0
28,137,k,3,24,0,0,0,72,0,0,0,24,0,0,0
28,137,k,3,72,0,0,0,24,0,0,0,24,24,0,0
28,143,k,2,24,0,0,0,24,0,0,0,48,0,0,0
28,149,k,2,0,24,0,24,0,0,0,0,-48,0,0,0
28,155,k,2,24,0,0,0,24,0,0,0,48,6,0,0
28,161,k,2,24,0,0,0,48,0,0,0,24,0,0,0
28,161,k,2,24,0,0,0,48,0,0,0,24,0,12,0
28,197,k,2,24,0,0,0,-48,0,0,0,-48,0,-36,-36
28,197,k,2,24,0,0,0,-48,0,0,0,-48,0,0,0
28,203,k,2,24,0,0,0,-48,0,0,0,-48,0,-36,-36
28,203,k,2,24,0,0,0,-48,0,0,0,-48,0,0,0
29,6,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
29,21,t,2,0,-24,0,24,0,0,0,0,24,-6,0,0
29,21,t,2,0,0,24,0,-24,0,24,0,0,0,0,0
29,143,k,2,24,0,0,0,48,0,0,0,24,0,0,0
29,143,k,2,24,0,0,0,48,0,0,0,24,0,12,0
29,143,k,3,24,0,0,0,24,0,0,0,72,0,0,0
29,143,k,3,24,0,0,0,72,0,0,0,24,0,0,0
29,143,k,3,72,0,0,0,24,0,0,0,24,24,0,0
29,164,k,2,24,0,0,0,48,0,0,0,24,0,0,0
29,164,k,2,24,0,0,0,48,0,0,0,24,0,12,0
30,3,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
30,21,t,2,0,24,0,24,0,-24,0,0,-24,0,0,0
30,21,t,2,24,0,0,0,24,0,0,0,24,0,6,0
30,149,k,2,48,0,0,0,24,0,0,0,24,0,0,0
30,149,k,2,48,0,0,0,24,0,0,0,24,12,0,0
30,149,k,3,24,0,0,0,24,0,0,0,72,0,0,0
30,149,k,3,24,0,0,0,72,0,0,0,24,0,24,0
30,149,k,3,72,0,0,0,24,0,0,0,24,0,0,0
30,170,k,2,0,48,0,24,0,0,0,0,-24,0,0,0
30,170,k,2,0,48,0,24,0,0,0,0,-24,12,0,0
31,6,t,2,24,0,0,0,0,24,0,-24,0,6,0,0
31,18,t,2,0,-24,0,24,0,0,0,0,24,0,0,0
31,21,t,2,24,0,-24,0,-24,0,0,0,-24,0,0,0
31,155,k,2,24,0,0,0,48,0,0,0,24,0,0,0
31,155,k,2,24,0,0,0,48,0,0,0,24,0,12,0
31,155,k,3,24,0,0,0,24,0,0,0,72,0,0,0
31,155,k,3,24,0,0,0,72,0,0,0,24,0,0,0
31,155,k,3,72,0,0,0,24,0,0,0,24,0,0,0
31,164,k,2,0,-24,0,-48,0,0,0,0,-24,-6,-12,0
31,164,k,2,0,-24,0,-48,0,0,0,0,-24,-6,0,0
32,3,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
32,21,t,2,0,0,24,0,-24,0,24,0,0,0,-6,0
32,21,t,2,0,24,0,0,0,24,24,0,0,6,0,0
32,161,k,2,24,0,0,0,24,0,0,0,48,0,0,0
32,161,k,3,0,72,0,24,0,0,0,0,-24,24,0,0
32,161,k,3,24,0,0,0,24,0,0,0,72,0,0,0
32,161,k,3,24,0,0,0,72,0,0,0,24,0,24,0
32,164,k,2,0,24,0,24,0,0,0,0,-48,0,0,0
32,164,k,2,24,0,0,0,24,0,0,0,48,0,0,0
32,170,k,2,24,0,0,0,24,0,0,0,48,0,0,0
33,6,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
33,21,t,2,0,0,24,0,-24,0,24,0,0,0,-6,0
33,21,t,2,0,24,0,24,0,-24,0,0,-24,6,0,0
33,164,k,3,24,0,0,0,24,0,0,0,72,0,0,0
33,164,k,3,24,0,0,0,72,0,0,0,24,0,24,0
33,164,k,3,72,0,0,0,24,0,0,0,24,24,0,0
34,3,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
34,21,t,2,0,24,0,24,0,-24,0,0,-24,6,0,0
34,21,t,2,24,0,-24,0,-24,0,0,0,-24,0,-6,0
34,170,k,3,0,72,0,24,0,0,0,0,-24,24,0,0
34,170,k,3,24,0,0,0,24,0,0,0,72,0,0,0
34,170,k,3,24,0,0,0,72,0,0,0,24,0,24,0
34,212,k,2,-48,0,0,0,48,0,0,0,-48,-36,0,-36
34,212,k,2,-48,0,0,0,48,0,0,0,-48,-36,36,-24
34,212,k,2,-48,0,0,0,48,0,0,0,-48,0,0,0
34,212,k,2,-48,0,0,0,48,0,0,0,-48,0,36,-36
35,3,t,2,-12,0,-12,-12,0,12,0,24,0,0,0,0
35,30,t,2,0,-24,0,-24,0,0,0,0,-24,0,0,0
35,30,t,2,24,0,0,0,24,0,0,0,24,0,0,0
35,125,k,2,24,0,0,0,24,0,0,0,24,0,0,0
35,137,k,2,0,24,0,24,0,0,0,0,-24,6,6,0
35,137,k,2,24,0,0,0,24,0,0,0,24,6,6,0
35,161,k,2,24,0,0,0,24,0,0,0,24,0,0,0
35,173,k,2,24,0,0,0,-24,0,0,0,-48,0,0,0
35,173,k,3,0,-72,0,24,0,0,0,0,24,-72,0,0
35,173,k,3,24,0,0,0,-24,0,0,0,-72,0,0,0
35,173,k,3,24,0,0,0,72,0,0,0,24,0,72,0
35,176,k,2,0,24,0,-24,0,0,0,0,48,0,0,0
35,176,k,2,24,0,0,0,-24,0,0,0,-48,0,0,0
35,182,k,2,24,0,0,0,-24,0,0,0,-48,0,0,0
35,215,k,2,24,0,0,0,24,0,0,0,48,0,0,0
35,218,k,2,24,0,0,0,24,0,0,0,48,24,0,48
35,221,k,2,0,-24,0,-24,0,0,0,0,-48,-18,-18,-12
35,221,k,2,24,0,0,0,24,0,0,0,48,6,6,12
36,6,t,2,-12,0,-12,-12,0,12,0,24,0,0,0,0
36,30,t,2,0,-24,0,-24,0,0,0,0,-24,0,0,0
36,39,t,2,24,0,0,0,24,0,0,0,24,0,0,0
36,128,k,2,24,0,0,0,24,0,0,0,24,0,0,0
36,143,k,2,0,24,0,24,0,0,0,0,-24,6,6,0
36,155,k,2,24,0,0,0,24,0,0,0,24,0,6,0
36,164,k,2,0,24,0,24,0,0,0,0,-24,0,0,0
36,176,k,3,24,0,0,0,-24,0,0,0,-72,0,0,0
36,176,k,3,24,0,0,0,72,0,0,0,24,0,72,12
36,176,k,3,72,0,0,0,-24,0,0,0,-24,72,-24,-12
37,3,t,2,-12,0,-12,-12,0,12,0,24,0,0,0,0
37,39,t,2,0,-24,0,-24,0,0,0,0,-24,0,0,0
37,39,t,2,24,0,0,0,24,0,0,0,24,0,0,0
37,134,k,2,24,0,0,0,24,0,0,0,24,0,0,0
37,149,k,2,0,24,0,24,0,0,0,0,-24,6,6,0
37,149,k,2,24,0,0,0,24,0,0,0,24,6,6,0
37,170,k,2,24,0,0,0,24,0,0,0,24,0,0,0
37,182,k,3,0,-72,0,24,0,0,0,0,24,-72,0,0
37,182,k,3,24,0,0,0,-24,0,0,0,-72,0,0,0
37,182,k,3,24,0,0,0,72,0,0,0,24,0,72,0
38,9,t,2,0,0,-24,-24,0,0,0,24,0,0,0,0
38,18,t,2,0,24,0,-12,0,-12,-12,0,12,0,0,0
38,30,t,2,0,0,-24,0,-24,0,-24,0,0,0,0,0
38,125,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
38,128,k,2,24,0,0,0,-24,0,0,0,-24,0,-6,0
38,149,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
38,155,k,2,0,24,0,-24,0,0,0,0,24,0,0,0
38,185,k,2,48,0,0,0,-24,0,0,0,-24,0,0,0
38,185,k,2,48,0,0,0,-24,0,0,0,-24,12,0,0
38,185,k,3,-24,0,0,0,72,0,0,0,-24,0,72,-24
38,185,k,3,24,0,0,0,24,0,0,0,72,0,0,0
38,185,k,3,72,0,0,0,-24,0,0,0,-24,0,0,0
38,197,k,2,48,0,0,0,-24,0,0,0,-24,0,0,0
38,197,k,2,48,0,0,0,-24,0,0,0,-24,12,0,0
38,215,k,2,0,-48,0,-24,0,0,0,0,-24,-12,0,0
38,215,k,2,0,-48,0,-24,0,0,0,0,-24,0,0,-24
38,221,k,2,48,0,0,0,24,0,0,0,24,0,0,0
38,221,k,2,48,0,0,0,24,0,0,0,24,36,0,18
39,9,t,2,0,0,-24,-24,0,0,0,24,0,0,0,0
39,21,t,2,0,-24,0,-12,0,24,-12,0,0,0,0,0
39,30,t,2,0,0,-24,0,-24,0,-24,0,0,0,-6,-18
39,128,k,2,0,24,0,-24,0,0,0,0,24,0,-6,0
39,134,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
39,137,k,2,0,24,0,-24,0,0,0,0,24,0,0,0
39,143,k,2,0,24,0,-24,0,0,0,0,24,0,-6,0
39,191,k,2,48,0,0,0,-24,0,0,0,-24,0,0,0
39,191,k,2,48,0,0,0,-24,0,0,0,-24,12,0,0
39,191,k,3,-24,0,0,0,72,0,0,0,-24,0,60,-20
39,191,k,3,24,0,0,0,24,0,0,0,72,0,0,0
39,191,k,3,72,0,0,0,-24,0,0,0,-24,0,0,0
39,203,k,2,48,0,0,0,-24,0,0,0,-24,0,0,0
39,203,k,2,48,0,0,0,-24,0,0,0,-24,12,0,0
39,218,k,2,0,-48,0,-24,0,0,0,0,-24,-12,0,0
39,218,k,2,0,-48,0,-24,0,0,0,0,-24,0,0,0
39,221,k,2,0,48,0,-24,0,0,0,0,24,0,0,0
39,221,k,2,0,48,0,-24,0,0,0,0,24,12,0,0
40,9,t,2,0,0,-24,-24,0,0,0,24,0,0,0,0
40,18,t,2,0,24,0,-12,0,-12,-12,0,12,6,0,0
40,39,t,2,0,0,-24,0,-24,0,-24,0,0,0,0,0
40,137,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
40,155,k,2,24,0,0,0,-24,0,0,0,-24,6,-6,0
40,164,k,2,24,0,0,0,-24,0,0,0,-24,0,-6,0
40,170,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
40,197,k,3,-24,0,0,0,72,0,0,0,-24,0,72,-24
40,197,k,3,24,0,0,0,24,0,0,0,72,0,0,0
40,197,k,3,72,0,0,0,-24,0,0,0,-24,24,0,0
41,9,t,2,0,0,-24,-24,0,0,0,24,0,0,0,0
41,21,t,2,0,-24,0,-12,0,24,-12,0,0,-6,0,0
41,39,t,2,0,0,-24,0,-24,0,-24,0,0,0,-6,-18
41,143,k,2,24,0,0,0,-24,0,0,0,-24,0,-6,0
41,149,k,2,0,24,0,-24,0,0,0,0,24,0,0,0
41,161,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
41,164,k,2,0,24,0,-24,0,0,0,0,24,0,-6,0
41,203,k,3,-24,0,0,0,72,0,0,0,-24,0,60,-20
41,203,k,3,24,0,0,0,24,0,0,0,72,0,0,0
41,203,k,3,72,0,0,0,-24,0,0,0,-24,24,0,0
42,9,t,2,-24,0,12,0,0,-12,0,-24,0,0,0,0
42,30,t,2,0,-24,0,24,0,-12,0,0,12,-24,0,0
42,30,t,2,24,0,-12,0,-24,0,0,0,-12,0,0,0
42,173,k,2,24,0,0,0,-24,0,0,0,-24,24,0,0
42,176,k,2,0,24,0,-24,0,0,0,0,24,6,-12,0
42,176,k,2,24,0,0,0,-24,0,0,0,-24,12,-6,0
42,182,k,2,24,0,0,0,-24,0,0,0,-24,18,-18,0
42,185,k,2,0,-24,0,24,0,0,0,0,24,0,0,0
42,185,k,2,24,0,0,0,-24,0,0,0,-24,24,0,0
42,191,k,2,0,-24,0,24,0,0,0,0,24,-18,6,18
42,191,k,2,24,0,0,0,-24,0,0,0,-24,6,-18,-18
42,197,k,2,0,-24,0,24,0,0,0,0,24,-18,6,18
42,197,k,2,24,0,0,0,-24,0,0,0,-24,6,-18,-18
42,203,k,2,0,-24,0,24,0,0,0,0,24,0,0,0
42,203,k,2,24,0,0,0,-24,0,0,0,-24,24,0,0
42,209,k,3,-24,0,0,0,24,0,0,0,-72,-24,24,-72
42,209,k,3,0,-72,0,-24,0,0,0,0,-24,0,0,0
42,209,k,3,24,0,0,0,72,0,0,0,24,24,72,24
43,9,t,2,-24,0,12,0,0,-12,0,-24,0,0,0,0
43,39,t,2,0,-24,0,24,0,-12,0,0,12,-3,21,0
43,39,t,2,24,0,-12,0,-24,0,0,0,-12,15,-9,0
43,212,k,3,-24,0,0,0,24,0,0,0,-72,-18,18,-36
43,212,k,3,0,-72,0,-24,0,0,0,0,-24,-60,0,-20
43,212,k,3,24,0,0,0,72,0,0,0,24,18,18,24
44,9,t,2,24,0,-24,24,0,0,0,-24,0,0,0,0
44,30,t,2,0,24,0,24,0,-24,-24,0,0,0,24,-24
44,30,t,2,24,0,-24,0,-24,0,-24,0,0,0,0,0
44,125,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
44,155,k,2,0,24,0,-24,0,0,0,0,24,6,0,0
44,155,k,2,24,0,0,0,-24,0,0,0,-24,0,-6,0
44,170,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
44,215,k,3,0,-72,0,-24,0,0,0,0,-24,0,0,-24
44,215,k,3,24,0,0,0,24,0,0,0,72,0,0,72
44,215,k,3,24,0,0,0,72,0,0,0,24,0,72,0
45,9,t,2,24,0,-24,24,0,0,0,-24,0,0,0,0
45,39,t,2,0,24,0,24,0,-24,-24,0,0,6,18,-18
45,39,t,2,24,0,-24,0,-24,0,-24,0,0,18,-6,-18
45,134,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
45,143,k,2,0,24,0,-24,0,0,0,0,24,6,-6,0
45,143,k,2,24,0,0,0,-24,0,0,0,-24,6,-6,0
45,161,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
45,218,k,3,0,-72,0,-24,0,0,0,0,-24,0,0,0
45,218,k,3,24,0,0,0,24,0,0,0,72,0,0,72
45,218,k,3,24,0,0,0,72,0,0,0,24,0,72,0
46,9,t,2,24,0,-24,24,0,0,0,-24,0,0,0,0
46,30,t,2,0,24,0,24,0,-24,-24,0,0,6,18,-18
46,39,t,2,24,0,-24,0,-24,0,-24,0,0,0,0,0
46,128,k,2,24,0,0,0,-24,0,0,0,-24,6,-6,0
46,137,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
46,149,k,2,24,0,0,0,-24,0,0,0,-24,0,0,0
46,164,k,2,24,0,0,0,-24,0,0,0,-24,6,-6,0
46,221,k,3,-24,0,0,0,72,0,0,0,-24,0,72,0
46,221,k,3,24,0,0,0,24,0,0,0,72,0,0,72
46,221,k,3,72,0,0,0,24,0,0,0,24,60,24,20
47,57,t,2,0,-24,0,24,0,0,0,0,24,0,0,24
47,57,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
47,57,t,2,24,0,0,0,24,0,0,0,24,0,0,24
47,108,t,2,24,0,0,0,24,0,0,0,24,0,0,24
47,125,t,2,0,0,24,24,0,0,0,24,0,0,0,24
47,125,t,2,24,0,0,0,0,-24,0,24,0,0,0,24
47,125,t,2,24,0,0,0,24,0,0,0,24,0,0,0
47,227,k,2,-24,0,0,0,0,-48,0,-24,0,0,-12,0
47,227,k,2,-24,0,0,0,0,-48,0,-24,0,0,0,0
47,227,k,2,0,0,48,24,0,0,0,24,0,0,0,24
47,227,k,2,0,0,48,24,0,0,0,24,0,12,0,24
47,227,k,2,24,0,0,0,24,0,0,0,48,0,0,12
47,227,k,2,24,0,0,0,24,0,0,0,48,0,0,48
47,227,k,3,-24,0,0,0,0,-72,0,-24,0,0,0,0
47,227,k,3,0,0,72,24,0,0,0,24,0,0,0,24
47,227,k,3,24,0,0,0,24,0,0,0,72,0,0,72
47,230,k,2,-24,0,0,0,0,-48,0,-24,0,0,-12,0
47,230,k,2,-24,0,0,0,0,-48,0,-24,0,0,0,0
47,230,k,2,0,0,48,24,0,0,0,24,0,0,0,24
47,230,k,2,0,0,48,24,0,0,0,24,0,12,0,24
47,230,k,2,24,0,0,0,24,0,0,0,48,0,0,0
47,230,k,2,24,0,0,0,24,0,0,0,48,0,0,12
47,239,k,2,0,-24,0,-48,0,0,0,0,-24,0,-12,0
47,239,k,2,0,-24,0,-48,0,0,0,0,-24,0,0,0
47,239,k,2,0,0,-24,48,0,0,0,-24,0,0,0,0
47,239,k,2,0,0,-24,48,0,0,0,-24,0,0,12,0
47,239,k,2,0,0,24,0,24,0,-48,0,0,0,0,-12
47,239,k,2,0,0,24,0,24,0,-48,0,0,0,0,0
47,239,k,2,0,24,0,0,0,24,48,0,0,0,0,0
47,239,k,2,0,24,0,0,0,24,48,0,0,0,0,12
47,239,k,2,48,0,0,0,0,24,0,-24,0,12,0,0
47,239,k,2,48,0,0,0,0,24,0,-24,0,24,0,0
47,239,k,2,48,0,0,0,24,0,0,0,24,0,0,24
47,239,k,2,48,0,0,0,24,0,0,0,24,12,0,24
47,310,k,2,-48,0,0,0,0,24,0,48,0,-36,0,36
47,310,k,2,-48,0,0,0,0,24,0,48,0,-24,0,12
47,310,k,2,-48,0,0,0,0,24,0,48,0,-12,0,0
47,310,k,2,-48,0,0,0,0,24,0,48,0,0,0,0
47,310,k,2,0,0,24,-48,0,0,0,-48,0,0,-36,-36
47,310,k,2,0,0,24,-48,0,0,0,-48,0,0,-24,-12
47,310,k,2,0,0,24,-48,0,0,0,-48,0,24,-12,0
47,310,k,2,0,0,24,-48,0,0,0,-48,0,24,0,0
47,310,k,2,48,0,0,0,48,0,0,0,24,0,0,0
47,310,k,2,48,0,0,0,48,0,0,0,24,0,12,0
47,310,k,2,48,0,0,0,48,0,0,0,24,12,0,0
47,310,k,2,48,0,0,0,48,0,0,0,24,36,12,0
47,316,k,2,-48,0,0,0,0,24,0,48,0,-36,0,36
47,316,k,2,-48,0,0,0,0,24,0,48,0,-24,0,12
47,316,k,2,-48,0,0,0,0,24,0,48,0,-12,0,0
47,316,k,2,-48,0,0,0,0,24,0,48,0,0,0,0
47,316,k,2,0,0,24,-48,0,0,0,-48,0,0,-36,-36
47,316,k,2,0,0,24,-48,0,0,0,-48,0,0,-24,-12
47,316,k,2,0,0,24,-48,0,0,0,-48,0,0,0,0
47,316,k,2,0,0,24,-48,0,0,0,-48,0,24,-12,0
47,316,k,2,48,0,0,0,48,0,0,0,24,0,0,0
47,316,k,2,48,0,0,0,48,0,0,0,24,0,12,0
47,316,k,2,48,0,0,0,48,0,0,0,24,12,0,0
47,316,k,2,48,0,0,0,48,0,0,0,24,36,12,0
47,334,k,2,48,0,0,0,48,0,0,0,48,0,0,48
47,334,k,2,48,0,0,0,48,0,0,0,48,0,12,36
47,334,k,2,48,0,0,0,48,0,0,0,48,12,36,0
47,334,k,2,48,0,0,0,48,0,0,0,48,12,48,36
47,334,k,2,48,0,0,0,48,0,0,0,48,36,0,0
47,334,k,2,48,0,0,0,48,0,0,0,48,36,36,12
47,334,k,2,48,0,0,0,48,0,0,0,48,48,12,0
47,334,k,2,48,0,0,0,48,0,0,0,48,48,48,12
48,72,t,2,0,24,0,24,0,-24,0,0,-24,6,-6,-6
48,72,t,2,24,0,-24,0,-24,0,0,0,-24,-6,-6,-6
48,72,t,2,24,0,-24,0,0,-24,0,24,0,-6,-6,6
48,108,t,2,24,0,0,0,24,0,0,0,24,0,0,24
48,170,t,2,0,0,24,24,0,0,0,24,0,0,0,24
48,170,t,2,24,0,0,0,0,-24,0,24,0,0,0,24
48,170,t,2,24,0,0,0,24,0,0,0,24,0,0,0
48,228,k,3,-24,0,0,0,0,-72,0,-24,0,0,-12,0
48,228,k,3,0,0,72,24,0,0,0,24,0,24,0,24
48,228,k,3,24,0,0,0,24,0,0,0,72,0,0,24
48,335,k,2,48,0,0,0,48,0,0,0,48,0,0,48
48,335,k,2,48,0,0,0,48,0,0,0,48,12,36,0
48,335,k,2,48,0,0,0,48,0,0,0,48,12,48,36
48,335,k,2,48,0,0,0,48,0,0,0,48,36,0,0
48,335,k,2,48,0,0,0,48,0,0,0,48,36,36,12
48,335,k,2,48,0,0,0,48,0,0,0,48,48,12,0
48,335,k,2,48,0,0,0,48,0,0,0,48,48,12,36
48,335,k,2,48,0,0,0,48,0,0,0,48,48,48,12
49,57,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
49,72,t,2,0,-24,0,24,0,0,0,0,24,0,0,0
49,72,t,2,24,0,0,0,24,0,0,0,24,0,0,0
49,108,t,2,24,0,0,0,24,0,0,0,24,0,0,6
49,134,t,2,24,0,0,0,24,0,0,0,24,0,0,0
49,137,t,2,0,0,24,0,24,0,-24,0,0,0,0,-6
49,137,t,2,0,24,0,0,0,24,24,0,0,0,0,6
49,230,k,2,0,48,0,24,0,0,0,0,-24,0,0,0
49,230,k,2,0,48,0,24,0,0,0,0,-24,12,0,0
49,230,k,2,24,0,0,0,48,0,0,0,24,0,0,24
49,230,k,2,24,0,0,0,48,0,0,0,24,0,12,24
49,230,k,3,0,72,0,24,0,0,0,0,-24,0,0,0
49,230,k,3,24,0,0,0,24,0,0,0,72,0,0,0
49,230,k,3,24,0,0,0,72,0,0,0,24,0,0,0
49,233,k,2,0,0,-24,0,48,0,24,0,0,-24,36,18
49,233,k,2,0,0,-24,0,48,0,24,0,0,0,0,18
49,233,k,2,0,48,0,0,0,24,24,0,0,0,0,6
49,233,k,2,0,48,0,0,0,24,24,0,0,12,0,6
49,251,k,2,0,-24,0,0,0,48,-24,0,0,0,0,0
49,251,k,2,0,-24,0,0,0,48,-24,0,0,0,12,0
49,251,k,2,0,0,-48,0,24,0,24,0,0,-12,0,0
49,251,k,2,0,0,-48,0,24,0,24,0,0,0,0,0
49,257,k,2,0,-24,0,-48,0,0,0,0,-24,0,-12,0
49,257,k,2,0,-24,0,-48,0,0,0,0,-24,0,0,0
49,257,k,2,48,0,0,0,24,0,0,0,24,0,0,0
49,257,k,2,48,0,0,0,24,0,0,0,24,12,0,0
49,313,k,2,48,0,0,0,48,0,0,0,24,0,0,12
49,313,k,2,48,0,0,0,48,0,0,0,24,0,12,12
49,313,k,2,48,0,0,0,48,0,0,0,24,12,0,12
49,313,k,2,48,0,0,0,48,0,0,0,24,36,12,12
49,322,k,2,48,0,0,0,48,0,0,0,24,0,0,18
49,322,k,2,48,0,0,0,48,0,0,0,24,0,12,18
49,322,k,2,48,0,0,0,48,0,0,0,24,12,0,18
49,322,k,2,48,0,0,0,48,0,0,0,24,36,12,18
50,72,t,2,0,0,24,0,-24,0,24,0,0,6,-6,24
50,72,t,2,0,24,0,0,0,24,24,0,0,6,6,24
50,72,t,2,24,0,-24,0,0,-24,0,24,0,-6,-6,0
50,108,t,2,24,0,0,0,24,0,0,0,24,0,0,24
50,149,t,2,0,0,24,0,24,0,-24,0,0,0,0,0
50,149,t,2,0,24,0,0,0,24,24,0,0,0,0,24
50,161,t,2,24,0,0,0,24,0,0,0,24,0,0,0
50,228,k,2,24,0,0,0,24,0,0,0,48,0,0,12
50,228,k,2,24,0,0,0,24,0,0,0,48,0,0,48
50,233,k,2,24,0,0,0,24,0,0,0,48,0,0,12
50,233,k,2,24,0,0,0,24,0,0,0,48,0,0,48
50,233,k,3,0,72,0,24,0,0,0,0,-24,24,0,0
50,233,k,3,24,0,0,0,24,0,0,0,72,0,0,72
50,233,k,3,24,0,0,0,72,0,0,0,24,0,24,0
50,245,k,2,0,0,24,24,0,0,0,48,0,6,6,12
50,245,k,2,0,0,24,24,0,0,0,48,0,6,6,48
50,245,k,2,24,0,0,0,0,24,0,-48,0,6,6,-12
50,245,k,2,24,0,0,0,0,24,0,-48,0,6,6,0
51,57,t,2,24,0,0,0,24,0,0,0,24,0,0,24
51,60,t,2,0,-24,0,24,0,0,0,0,24,0,0,24
51,72,t,2,0,0,24,24,0,0,0,24,0,0,0,0
